YEAR,DOMINANT_SPECIES,DIAMETER_CM_GROUP,AREA,UNIT,RELATIVE_ERROR_PERCENT
2011,grey alder,9...10,14.924258578,kha,0.134159429
2011,grey alder,11...12,15.572180278,kha,0.118711166
2011,grey alder,13...14,22.149201874,kha,0.10350213
2011,grey alder,15...16,24.717044525,kha,0.099559241
2011,grey alder,17...18,25.047355515,kha,0.100815875
2011,grey alder,19...20,12.799203233,kha,0.140601453
2011,grey alder,21...22,8.517777644,kha,0.172179744
2011,grey alder,23...24,4.451862491,kha,0.235212284
2011,grey alder,25...26,2.261832358,kha,0.318188495
2011,grey alder,27...28,0.28401308,kha,0.858788964
2011,grey alder,29...30,,kha,0.0
2011,grey alder,31...32,,kha,0.0
2011,grey alder,33...34,,kha,0.0
2011,grey alder,35...36,,kha,0.0
2011,grey alder,37...38,,kha,0.0
2011,grey alder,39...40,,kha,0.0
2011,grey alder,41...42,,kha,0.0
2011,grey alder,43...44,,kha,0.0
2011,grey alder,45...46,,kha,0.0
2011,grey alder,47...48,,kha,0.0
2011,grey alder,49...50,,kha,0.0
2011,grey alder,51...,,kha,0.0
2011,grey alder,all,175.800465045,kha,0.048538172
2011,pine,0...2,13.275629676,kha,0.189903128
2011,pine,3...4,12.778326633,kha,0.168335631
2011,pine,5...6,11.799554389,kha,0.183931672
2011,pine,7...8,16.989983702,kha,0.151334665
2011,pine,9...10,17.355075191,kha,0.145540457
2011,pine,11...12,27.212420885,kha,0.115640037
2011,pine,13...14,36.982255023,kha,0.096855013
2011,pine,15...16,33.077500588,kha,0.101562495
2011,pine,17...18,45.920698248,kha,0.083290132
2011,pine,19...20,49.11886483,kha,0.082696418
2011,pine,21...22,54.081747495,kha,0.079821825
2011,pine,23...24,77.649126329,kha,0.06683342
2011,pine,25...26,79.651184046,kha,0.063906368
2011,pine,27...28,72.229656218,kha,0.075307017
2011,pine,29...30,59.255429872,kha,0.080470722
2011,pine,31...32,27.344964473,kha,0.100798548
2011,pine,33...34,20.210313513,kha,0.113292732
2011,pine,35...36,14.865032118,kha,0.145029461
2011,pine,37...38,9.545607824,kha,0.167310729
2011,pine,39...40,7.105867813,kha,0.185236843
2011,pine,41...42,2.360155752,kha,0.30540014
2011,pine,43...44,1.923614823,kha,0.351309981
2011,pine,45...46,1.037604414,kha,0.478840837
2011,pine,47...48,0.748652337,kha,0.526754927
2011,pine,49...50,0.207520883,kha,1.224257588
2011,pine,51...,0.207520883,kha,1.224569333
2011,pine,all,692.934307958,kha,0.035277592
2011,spruce,0...2,9.814347367,kha,0.146061955
2011,spruce,3...4,9.434314375,kha,0.160296358
2011,spruce,5...6,6.183852531,kha,0.201998537
2011,spruce,7...8,9.525042505,kha,0.164501304
2011,spruce,9...10,11.030481997,kha,0.163645545
2011,spruce,11...12,16.797860868,kha,0.128196305
2011,spruce,13...14,27.435194553,kha,0.104344762
2011,spruce,15...16,29.303961607,kha,0.106050712
2011,spruce,17...18,28.965308278,kha,0.107716598
2011,spruce,19...20,24.162154437,kha,0.102439445
2011,spruce,21...22,19.530599614,kha,0.115295577
2011,spruce,23...24,24.409498577,kha,0.104059405
2011,spruce,25...26,31.032569056,kha,0.091212906
2011,spruce,27...28,29.021193652,kha,0.101653772
2011,spruce,29...30,22.616953943,kha,0.108428176
2011,spruce,31...32,8.938214952,kha,0.174497956
2011,spruce,33...34,7.885793547,kha,0.175707176
2011,spruce,35...36,7.980402318,kha,0.182628251
2011,spruce,37...38,4.357938539,kha,0.248396063
2011,spruce,39...40,4.893446177,kha,0.214248018
2011,spruce,41...42,1.599508709,kha,0.366260358
2011,spruce,43...44,1.570248264,kha,0.453525292
2011,spruce,45...46,0.78793604,kha,0.583981983
2011,spruce,47...48,0.415041766,kha,0.706743626
2011,spruce,49...50,0.207520883,kha,0.999403143
2011,spruce,51...,0.415041766,kha,0.828551443
2011,spruce,all,338.31442632,kha,0.039904274
2012,aspen,0...2,14.149048921,kha,0.145161975
2012,aspen,3...4,9.996066127,kha,0.148061308
2012,aspen,5...6,4.850516027,kha,0.24018149
2012,aspen,7...8,1.32713236,kha,0.411594677
2012,aspen,9...10,4.207600982,kha,0.272030466
2012,aspen,11...12,1.442370276,kha,0.369838286
2012,aspen,13...14,2.113209156,kha,0.310775559
2012,aspen,15...16,3.789326939,kha,0.252920527
2012,aspen,17...18,1.759618385,kha,0.346490044
2012,aspen,19...20,3.874703023,kha,0.245825093
2012,aspen,21...22,5.107456987,kha,0.201747275
2012,aspen,23...24,6.980958774,kha,0.181287572
2012,aspen,25...26,9.998129156,kha,0.146292217
2012,aspen,27...28,6.443925077,kha,0.20380527
2012,aspen,29...30,8.543859992,kha,0.164228385
2012,aspen,31...32,5.634696504,kha,0.208272455
2012,aspen,33...34,5.796654747,kha,0.195645672
2012,aspen,35...36,6.500627133,kha,0.188843006
2012,aspen,37...38,2.817035672,kha,0.275127034
2012,aspen,39...40,4.488110493,kha,0.232891176
2012,aspen,41...42,0.738606277,kha,0.523744572
2012,aspen,43...44,0.729353902,kha,0.518212831
2012,aspen,45...46,1.595576273,kha,0.382727377
2012,aspen,47...48,0.208386829,kha,0.99938173
2012,aspen,49...50,0.625160487,kha,0.600215236
2012,aspen,51...,1.250320974,kha,0.546061698
2012,aspen,all,114.968451471,kha,0.056844923
2012,birch,0...2,40.191505208,kha,0.087360215
2012,birch,3...4,33.405429797,kha,0.095282015
2012,birch,5...6,23.139169307,kha,0.105267393
2012,birch,7...8,23.734155382,kha,0.095746978
2012,birch,9...10,38.867727876,kha,0.080284348
2012,birch,11...12,37.468889609,kha,0.090400895
2012,birch,13...14,64.758416036,kha,0.062760602
2012,birch,15...16,67.351935995,kha,0.069591315
2012,birch,17...18,76.958527138,kha,0.060739355
2012,birch,19...20,58.723991917,kha,0.073301237
2012,birch,21...22,49.204089695,kha,0.076389987
2012,birch,23...24,57.73002842,kha,0.071665789
2012,birch,25...26,38.82463348,kha,0.087998513
2012,birch,27...28,21.546489611,kha,0.114106626
2012,birch,29...30,15.927005346,kha,0.144148679
2012,birch,31...32,4.466209037,kha,0.232225491
2012,birch,33...34,2.825183597,kha,0.264778163
2012,birch,35...36,4.723400061,kha,0.223081705
2012,birch,37...38,1.250320974,kha,0.424064344
2012,birch,39...40,1.250320974,kha,0.432253285
2012,birch,41...42,0.416773658,kha,0.70650352
2012,birch,43...44,0.208386829,kha,0.999573519
2012,birch,45...46,1.165674244,kha,0.432097015
2012,birch,47...48,,kha,0.0
2012,birch,49...50,,kha,0.0
2012,birch,51...,,kha,0.0
2012,birch,all,664.138264194,kha,0.027346625
2012,black alder,0...2,2.709028778,kha,0.328085988
2012,black alder,3...4,2.91737393,kha,0.279790434
2012,black alder,5...6,2.29225512,kha,0.362750245
2012,black alder,7...8,1.022345783,kha,0.440027453
2012,black alder,9...10,1.041934145,kha,0.468868109
2012,black alder,11...12,2.29225512,kha,0.459309177
2012,black alder,13...14,2.49714105,kha,0.358693796
2012,black alder,15...16,5.269811166,kha,0.214526867
2012,black alder,17...18,8.727532143,kha,0.174606309
2012,black alder,19...20,7.522722852,kha,0.18882655
2012,black alder,21...22,6.584419477,kha,0.194643624
2012,black alder,23...24,10.554480313,kha,0.158118784
2012,black alder,25...26,5.844750427,kha,0.184250975
2012,black alder,27...28,5.698379518,kha,0.22892869
2012,black alder,29...30,3.784950815,kha,0.25611917
2012,black alder,31...32,0.416773658,kha,0.706452642
2012,black alder,33...34,0.208386829,kha,1.000531918
2012,black alder,35...36,0.833547316,kha,0.499800123
2012,black alder,37...38,0.208386829,kha,1.000100752
2012,black alder,39...40,0.208386829,kha,1.224122667
2012,black alder,41...42,,kha,0.0
2012,black alder,43...44,,kha,0.0
2012,black alder,45...46,0.05236761,kha,0.999381728
2012,black alder,47...48,,kha,0.0
2012,black alder,49...50,,kha,0.0
2012,black alder,51...,,kha,0.0
2012,black alder,all,70.68722971,kha,0.07469112
2012,grey alder,0...2,14.004490977,kha,0.134405198
2012,grey alder,3...4,15.061699877,kha,0.12811424
2012,grey alder,5...6,10.225354155,kha,0.150201151
2012,grey alder,7...8,8.845604121,kha,0.162798477
2012,grey alder,9...10,15.275754828,kha,0.128527253
2012,grey alder,11...12,16.427758897,kha,0.11325692
2012,grey alder,13...14,23.092407303,kha,0.100228135
2012,grey alder,15...16,25.53738913,kha,0.098051863
2012,grey alder,17...18,26.098137248,kha,0.096214194
2012,grey alder,19...20,14.723112957,kha,0.127544739
2012,grey alder,21...22,8.373086986,kha,0.167081945
2012,grey alder,23...24,5.742078237,kha,0.19341904
2012,grey alder,25...26,1.854496908,kha,0.347301234
2012,grey alder,27...28,0.493585043,kha,0.651240172
2012,grey alder,29...30,,kha,0.0
2012,grey alder,31...32,,kha,0.0
2012,grey alder,33...34,,kha,0.0
2012,grey alder,35...36,,kha,0.0
2012,grey alder,37...38,,kha,0.0
2012,grey alder,39...40,,kha,0.0
2012,grey alder,41...42,,kha,0.0
2012,grey alder,43...44,,kha,0.0
2012,grey alder,45...46,,kha,0.0
2012,grey alder,47...48,,kha,0.0
2012,grey alder,49...50,,kha,0.0
2012,grey alder,51...,,kha,0.0
2012,grey alder,all,185.754956667,kha,0.047979354
2012,pine,0...2,11.146715681,kha,0.193257126
2012,pine,3...4,12.929860939,kha,0.171833194
2012,pine,5...6,14.317279608,kha,0.154335352
2012,pine,7...8,16.259778274,kha,0.147790054
2012,pine,9...10,18.834772643,kha,0.135267765
2012,pine,11...12,29.652278812,kha,0.109725579
2012,pine,13...14,37.410228717,kha,0.089525783
2012,pine,15...16,31.260691713,kha,0.100380434
2012,pine,17...18,41.055435324,kha,0.0847108
2012,pine,19...20,42.721362991,kha,0.083885223
2012,pine,21...22,49.178166373,kha,0.083364387
2012,pine,23...24,78.850575353,kha,0.06574378
2012,pine,25...26,81.19824053,kha,0.064154925
2012,pine,27...28,78.384789112,kha,0.07260512
2012,pine,29...30,55.229073891,kha,0.082078335
2012,pine,31...32,30.239679605,kha,0.093531974
2012,pine,33...34,21.034233108,kha,0.105404935
2012,pine,35...36,16.673217743,kha,0.132568351
2012,pine,37...38,10.546103162,kha,0.15709798
2012,pine,39...40,6.668899498,kha,0.191832196
2012,pine,41...42,3.045010863,kha,0.266641315
2012,pine,43...44,1.723254883,kha,0.361804479
2012,pine,45...46,1.250320974,kha,0.423861827
2012,pine,47...48,0.751776325,kha,0.561618692
2012,pine,49...50,0.416773658,kha,0.706774787
2012,pine,51...,0.208386829,kha,1.224553224
2012,pine,all,690.986906607,kha,0.034419643
2012,spruce,0...2,9.470910479,kha,0.161673321
2012,spruce,3...4,10.612349335,kha,0.156006616
2012,spruce,5...6,6.664440019,kha,0.180994196
2012,spruce,7...8,9.556703336,kha,0.177266397
2012,spruce,9...10,11.163428304,kha,0.160157326
2012,spruce,11...12,14.590995708,kha,0.133712339
2012,spruce,13...14,26.229462628,kha,0.105271409
2012,spruce,15...16,30.022728078,kha,0.100481125
2012,spruce,17...18,31.421128733,kha,0.101736193
2012,spruce,19...20,21.419998806,kha,0.106410693
2012,spruce,21...22,20.228297047,kha,0.11105194
2012,spruce,23...24,25.276530497,kha,0.099822739
2012,spruce,25...26,31.795599865,kha,0.086583519
2012,spruce,27...28,30.29165128,kha,0.097798949
2012,spruce,29...30,21.494184517,kha,0.10576838
2012,spruce,31...32,9.478078986,kha,0.163949864
2012,spruce,33...34,8.335473163,kha,0.165570427
2012,spruce,35...36,8.556467395,kha,0.175632521
2012,spruce,37...38,3.542576094,kha,0.270181412
2012,spruce,39...40,4.913865623,kha,0.212491914
2012,spruce,41...42,1.814569992,kha,0.333867051
2012,spruce,43...44,1.57680062,kha,0.423736751
2012,spruce,45...46,0.908108124,kha,0.532689822
2012,spruce,47...48,0.208386829,kha,0.999489615
2012,spruce,49...50,0.208386829,kha,0.999765272
2012,spruce,51...,0.208386829,kha,1.116794663
2012,spruce,all,339.989509116,kha,0.038165626
2013,aspen,0...2,11.553147235,kha,0.152831897
2013,aspen,3...4,10.006233927,kha,0.146446108
2013,aspen,5...6,4.840256703,kha,0.21430631
2013,aspen,7...8,1.527755717,kha,0.356011394
2013,aspen,9...10,4.253379232,kha,0.248472587
2013,aspen,11...12,2.890868108,kha,0.284122232
2013,aspen,13...14,2.309858167,kha,0.318960488
2013,aspen,15...16,3.169586183,kha,0.265615801
2013,aspen,17...18,2.239613665,kha,0.295898085
2013,aspen,19...20,3.524665091,kha,0.284624869
2013,aspen,21...22,3.960894229,kha,0.211970306
2013,aspen,23...24,5.908997358,kha,0.1917491
2013,aspen,25...26,9.021483967,kha,0.146468226
2013,aspen,27...28,7.781610455,kha,0.180852171
2013,aspen,29...30,8.707996107,kha,0.170093464
2013,aspen,31...32,5.839996856,kha,0.199520309
2013,aspen,33...34,6.18201377,kha,0.176708501
2013,aspen,35...36,5.431094239,kha,0.198608365
2013,aspen,37...38,3.371528759,kha,0.240407157
2013,aspen,39...40,4.851369765,kha,0.212510967
2013,aspen,41...42,0.734871938,kha,0.512758042
2013,aspen,43...44,1.25320504,kha,0.391036337
2013,aspen,45...46,1.794842398,kha,0.334663422
2013,aspen,47...48,,kha,0.0
2013,aspen,49...50,0.621999722,kha,0.577401535
2013,aspen,51...,1.243999444,kha,0.471646093
2013,aspen,all,113.021268076,kha,0.055541803
2013,birch,0...2,34.67949083,kha,0.088539785
2013,birch,3...4,34.751269598,kha,0.087368544
2013,birch,5...6,25.386296651,kha,0.093950025
2013,birch,7...8,23.911784111,kha,0.093040923
2013,birch,9...10,37.194525973,kha,0.079040849
2013,birch,11...12,36.63352369,kha,0.085019084
2013,birch,13...14,60.131408453,kha,0.063342438
2013,birch,15...16,68.728937409,kha,0.067577961
2013,birch,17...18,76.151654024,kha,0.059518828
2013,birch,19...20,58.318092663,kha,0.072195572
2013,birch,21...22,46.99904539,kha,0.077406933
2013,birch,23...24,61.193244911,kha,0.066017337
2013,birch,25...26,42.754457087,kha,0.07922801
2013,birch,27...28,22.660735337,kha,0.104444536
2013,birch,29...30,14.378041906,kha,0.150735749
2013,birch,31...32,5.450977497,kha,0.200853419
2013,birch,33...34,2.478440825,kha,0.285182964
2013,birch,35...36,4.386217639,kha,0.216265732
2013,birch,37...38,1.865999166,kha,0.383266775
2013,birch,39...40,1.036666203,kha,0.447457422
2013,birch,41...42,0.414666481,kha,0.706788929
2013,birch,43...44,0.207333241,kha,0.999584475
2013,birch,45...46,1.159780682,kha,0.413257779
2013,birch,47...48,,kha,0.0
2013,birch,49...50,0.207333241,kha,0.999775262
2013,birch,51...,,kha,0.0
2013,birch,all,661.079923008,kha,0.026944653
2013,black alder,0...2,2.487998888,kha,0.311753161
2013,black alder,3...4,3.822188291,kha,0.233963687
2013,black alder,5...6,2.151393372,kha,0.335822094
2013,black alder,7...8,1.098036842,kha,0.405511905
2013,black alder,9...10,1.451332685,kha,0.377518374
2013,black alder,11...12,1.451332685,kha,0.428861594
2013,black alder,13...14,2.277182449,kha,0.321061346
2013,black alder,15...16,5.45050063,kha,0.202027179
2013,black alder,17...18,7.831100899,kha,0.176306823
2013,black alder,19...20,6.531038547,kha,0.204527269
2013,black alder,21...22,6.400501539,kha,0.18475413
2013,black alder,23...24,10.698623284,kha,0.155581208
2013,black alder,25...26,5.852353917,kha,0.182352772
2013,black alder,27...28,6.249293406,kha,0.19477362
2013,black alder,29...30,4.387814105,kha,0.229899919
2013,black alder,31...32,0.207333241,kha,0.999512918
2013,black alder,33...34,0.829332963,kha,0.499669683
2013,black alder,35...36,1.036666203,kha,0.446769556
2013,black alder,37...38,0.207333241,kha,1.000109066
2013,black alder,39...40,0.207333241,kha,0.999417502
2013,black alder,41...42,,kha,0.0
2013,black alder,43...44,,kha,0.0
2013,black alder,45...46,,kha,0.0
2013,black alder,47...48,0.052102843,kha,0.999393646
2013,black alder,49...50,,kha,0.0
2013,black alder,51...,,kha,0.0
2013,black alder,all,70.68079327,kha,0.069862705
2013,grey alder,0...2,14.911282267,kha,0.123945303
2013,grey alder,3...4,15.068482331,kha,0.122157262
2013,grey alder,5...6,14.786156657,kha,0.120650243
2013,grey alder,7...8,8.273902501,kha,0.159860797
2013,grey alder,9...10,13.390575881,kha,0.131272309
2013,grey alder,11...12,15.362625999,kha,0.115000241
2013,grey alder,13...14,23.185972635,kha,0.099923793
2013,grey alder,15...16,24.731455344,kha,0.097570808
2013,grey alder,17...18,29.726444845,kha,0.089920849
2013,grey alder,19...20,14.398319097,kha,0.125383926
2013,grey alder,21...22,9.892988511,kha,0.148625935
2013,grey alder,23...24,5.337504014,kha,0.196353682
2013,grey alder,25...26,2.713577454,kha,0.270480511
2013,grey alder,27...28,0.491089514,kha,0.616340688
2013,grey alder,29...30,,kha,0.0
2013,grey alder,31...32,,kha,0.0
2013,grey alder,33...34,,kha,0.0
2013,grey alder,35...36,,kha,0.0
2013,grey alder,37...38,,kha,0.0
2013,grey alder,39...40,,kha,0.0
2013,grey alder,41...42,,kha,0.0
2013,grey alder,43...44,,kha,0.0
2013,grey alder,45...46,,kha,0.0
2013,grey alder,47...48,,kha,0.0
2013,grey alder,49...50,,kha,0.0
2013,grey alder,51...,,kha,0.0
2013,grey alder,all,192.270377049,kha,0.046358513
2013,pine,0...2,10.775896383,kha,0.188847828
2013,pine,3...4,13.593617323,kha,0.156160609
2013,pine,5...6,15.31466982,kha,0.143691641
2013,pine,7...8,16.981380275,kha,0.139857418
2013,pine,9...10,19.323623895,kha,0.129451225
2013,pine,11...12,28.706779967,kha,0.108482306
2013,pine,13...14,36.326504627,kha,0.091746289
2013,pine,15...16,27.695180353,kha,0.098872405
2013,pine,17...18,39.414277114,kha,0.082330654
2013,pine,19...20,40.37704975,kha,0.080718634
2013,pine,21...22,49.74996356,kha,0.078824416
2013,pine,23...24,83.847324851,kha,0.062655596
2013,pine,25...26,86.573052032,kha,0.059597081
2013,pine,27...28,82.117191157,kha,0.071189323
2013,pine,29...30,54.220379228,kha,0.077720221
2013,pine,31...32,32.096636985,kha,0.091389025
2013,pine,33...34,20.370159161,kha,0.106297389
2013,pine,35...36,17.616732258,kha,0.126321595
2013,pine,37...38,10.125657873,kha,0.155215592
2013,pine,39...40,6.590149254,kha,0.181919228
2013,pine,41...42,2.827403403,kha,0.265973983
2013,pine,43...44,1.921875474,kha,0.323134822
2013,pine,45...46,1.572187231,kha,0.383344263
2013,pine,47...48,0.621999722,kha,0.576960932
2013,pine,49...50,0.540642158,kha,0.589522089
2013,pine,51...,0.207333241,kha,0.999966023
2013,pine,all,699.507667096,kha,0.032695711
2013,spruce,0...2,10.657716436,kha,0.146602819
2013,spruce,3...4,12.163619229,kha,0.132889751
2013,spruce,5...6,6.379788948,kha,0.187548683
2013,spruce,7...8,8.984474984,kha,0.169686966
2013,spruce,9...10,12.58763644,kha,0.154137449
2013,spruce,11...12,13.232567218,kha,0.139905988
2013,spruce,13...14,23.80044616,kha,0.106301215
2013,spruce,15...16,26.468389568,kha,0.097636044
2013,spruce,17...18,31.71251069,kha,0.098839465
2013,spruce,19...20,21.343547259,kha,0.105267879
2013,spruce,21...22,20.963132229,kha,0.111362203
2013,spruce,23...24,24.842337161,kha,0.098357605
2013,spruce,25...26,34.890369469,kha,0.080120994
2013,spruce,27...28,31.89969114,kha,0.097550004
2013,spruce,29...30,21.123172757,kha,0.102731882
2013,spruce,31...32,11.374405249,kha,0.143310521
2013,spruce,33...34,8.707996107,kha,0.159691815
2013,spruce,35...36,7.903978533,kha,0.175757351
2013,spruce,37...38,4.396273301,kha,0.225361985
2013,spruce,39...40,4.889021481,kha,0.198896821
2013,spruce,41...42,1.598062419,kha,0.354026306
2013,spruce,43...44,1.983494913,kha,0.358813772
2013,spruce,45...46,1.110850037,kha,0.470936925
2013,spruce,47...48,0.207333241,kha,0.999500992
2013,spruce,49...50,0.207333241,kha,0.999393646
2013,spruce,51...,0.207333241,kha,0.999584475
2013,spruce,all,343.63548145,kha,0.037579662
2014,aspen,0...2,15.263158733,kha,0.140582039
2014,aspen,3...4,10.083175364,kha,0.159412414
2014,aspen,5...6,6.105954792,kha,0.200484082
2014,aspen,7...8,2.595982293,kha,0.304138739
2014,aspen,9...10,3.789463045,kha,0.266728748
2014,aspen,11...12,2.319171501,kha,0.338108767
2014,aspen,13...14,2.87481261,kha,0.298270925
2014,aspen,15...16,3.463678782,kha,0.265550931
2014,aspen,17...18,1.320846727,kha,0.43146575
2014,aspen,19...20,3.919275752,kha,0.294250187
2014,aspen,21...22,3.515526191,kha,0.244717948
2014,aspen,23...24,4.854626314,kha,0.219780328
2014,aspen,25...26,7.561196994,kha,0.164196453
2014,aspen,27...28,6.93611531,kha,0.198190703
2014,aspen,29...30,9.444170612,kha,0.164380162
2014,aspen,31...32,6.82894458,kha,0.200063855
2014,aspen,33...34,5.40160677,kha,0.195298992
2014,aspen,35...36,5.212994828,kha,0.216576395
2014,aspen,37...38,4.17497863,kha,0.233732303
2014,aspen,39...40,4.611584302,kha,0.229430307
2014,aspen,41...42,0.970925263,kha,0.538157278
2014,aspen,43...44,1.173732132,kha,0.472702695
2014,aspen,45...46,1.359295368,kha,0.450633927
2014,aspen,47...48,0.388370105,kha,0.706599446
2014,aspen,49...50,0.904280953,kha,0.511468822
2014,aspen,51...,1.359295368,kha,0.46284812
2014,aspen,all,116.433163319,kha,0.058791425
2014,birch,0...2,33.988734046,kha,0.093049161
2014,birch,3...4,35.34366025,kha,0.091012923
2014,birch,5...6,28.650392766,kha,0.095209054
2014,birch,7...8,23.854565687,kha,0.102127342
2014,birch,9...10,34.250417823,kha,0.084022015
2014,birch,11...12,37.312793775,kha,0.084828325
2014,birch,13...14,56.191464583,kha,0.067462772
2014,birch,15...16,69.249127745,kha,0.069608208
2014,birch,17...18,70.545118786,kha,0.064045508
2014,birch,19...20,57.432773113,kha,0.076580759
2014,birch,21...22,46.251558951,kha,0.079772963
2014,birch,23...24,63.621722597,kha,0.066715764
2014,birch,25...26,40.194519374,kha,0.086349631
2014,birch,27...28,22.073713989,kha,0.113272483
2014,birch,29...30,15.711337835,kha,0.148059935
2014,birch,31...32,5.629327581,kha,0.212607174
2014,birch,33...34,2.500715107,kha,0.297505706
2014,birch,35...36,4.690617618,kha,0.217365393
2014,birch,37...38,1.836136183,kha,0.32424916
2014,birch,39...40,1.165110315,kha,0.440617792
2014,birch,41...42,0.388370105,kha,0.934266395
2014,birch,43...44,0.388370105,kha,0.706852212
2014,birch,45...46,0.697862242,kha,0.623636274
2014,birch,47...48,,kha,0.0
2014,birch,49...50,0.194185053,kha,1.413580894
2014,birch,51...,,kha,0.0
2014,birch,all,652.162595628,kha,0.028254966
2014,black alder,0...2,2.570194518,kha,0.314602213
2014,black alder,3...4,3.385616391,kha,0.248959124
2014,black alder,5...6,2.361892213,kha,0.316910405
2014,black alder,7...8,1.805144248,kha,0.385442458
2014,black alder,9...10,1.55348042,kha,0.390054991
2014,black alder,11...12,1.359295368,kha,0.467854088
2014,black alder,13...14,2.436245669,kha,0.307233202
2014,black alder,15...16,4.872957382,kha,0.22984196
2014,black alder,17...18,6.067972196,kha,0.222426892
2014,black alder,19...20,5.104503639,kha,0.236937506
2014,black alder,21...22,7.256811924,kha,0.19516964
2014,black alder,23...24,10.57727923,kha,0.168116462
2014,black alder,25...26,5.232801703,kha,0.220021281
2014,black alder,27...28,6.865723229,kha,0.203669792
2014,black alder,29...30,4.303742738,kha,0.246410268
2014,black alder,31...32,0.77674021,kha,0.515217687
2014,black alder,33...34,0.970925263,kha,0.489302313
